Catalog Numb.,University,Collector,No. of spec.,YE,MO,DA,Country col.,countryCode,stateProvince,lat,lon,District,Locality col.,Elevation,geodeticDatum,coordinate Uncertainty,identifiedBy,typeStatus,kingdom,phylum,class,order,family,subfamily,genus,specificEpithet,infraspecificEpithet,Full name,taxonRank,Authorship
UNZA:18443,University of Zambia,Ngwenyama T,1,1983,3,19,Zambia,ZM,Southern,-15.185997,26.1594233,Namwala Dist,"Ngoma, Kafue National Park",1230,WGS84,20030,Bingham M,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Brachystegia,boehmii,,Brachystegia boehmii,Species,Baker
UNZA:184661,University of Zambia,Franks B,1,2012,9,1,Zambia,ZM,Southern,-17.4639024,25.2841853,Livingstone,Mosi-oa-Tunya Game Reserve,908,WGS84,923,Franks B,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Tessmannia,fasciculata,,Tessmannia fasciculata,Species,Sw.
UNZA:184664,University of Zambia,Lackson N,1,2012,8,30,Zambia   ,ZM,Southern,-17.5343787,25.5469105,Livingstone,Road to Zimba,908,WGS84,923,Bingham M,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Brachystegia,woodiana,,Brachystegia woodiana,Species,L.B. Sm.
UNZA:185191,University of Zambia,Ngwenyama T,1,2013,3,15,Zambia,ZM,Southern,-17.4623564,25.2182218,Livingstone,Zambezi River Island,916,WGS84,2205,Merrett L; Merrett M,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,,,,Caesalpinioideae,Sub-family,
UNZA:185381,University of Zambia,Merrett L,1,2011,9,24,Zambia,ZM,Southern,-15.185997,25.3307486,Namwala,10 km east of Namwala town,1167,WGS84,176048,Merrett L; Merrett M,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,,,,Caesalpinioideae,Sub-family,
UNZA:185686,University of Zambia,Ngwenyama T,1,2013,3,15,Zambia,ZM,Southern,-17.4434462,25.9344213,Livingstone,"Rapid 11, Zambezi River Gorge",916,WGS84,2205,Merrett L; Merrett M,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,,,,Caesalpinioideae,Sub-family,
UNZA:185690,University of Zambia,Ngwenyama T,1,2013,3,15,Zambia,ZM,Southern,-17.4623564,25.2182218,Livingstone Distr.,Simonga,988,WGS84,1344,Merrett L; Merrett M,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,,,,Caesalpinioideae,Sub-family,
UNZA:185691,University of Zambia,Ngwenyama T,1,2013,3,15,Zambia,ZM,Southern,-17.4639024,25.2841853,Livingstone Distr.,25 km along Livingstone-Kalomo Road,988,WGS84,1344,Marulanda O,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,,,,Caesalpinioideae,Sub-family,
UNZA:185692,University of Zambia,Ngwenyama T,1,2013,3,15,Zambia,ZM,Southern,-17.4666948,25.9835948,Livingstone Distr.,25 km along Livingstone-Kalomo Road,988,WGS84,1344,Marulanda O,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,,,,Caesalpinioideae,Sub-family,
UNZA:185744,University of Zambia,Franks B,1,2009,11,2,Zambia,ZM,Southern,-17.3603253,25.4096376,Livingstone,Mosi-oa-Tunya Game Reserve,916,WGS84,835,Marulanda O,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,,,,Caesalpinioideae,Sub-family,
UNZA:185936,University of Zambia,Mwanawasa L,1,2011,3,,Zambia,ZM,Southern,-17.208082,25.97099,Kalomo,Sikawili,1289,WGS84,250,Bingham M,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Tessmannia,,,Tessmannia spp,Genus,
UNZA:185937,University of Zambia,L. Mwanawasa,1,2011,3,,Zambia,ZM,Southern,-15.93889,25.50767314,District of Namwala,"Kafue River, Kafue NP",1234,WGS84,250,Bingham M,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Brachystegia,,,Brachystegia ,Genus,
UNZA:185938,University of Zambia,Mwanawasa L,1,2011,3,,Zambia,ZM,Southern,-15.2163016,25.5768524,District of Namwala,Namwala Forest Reserve,1244,WGS84,250,Bingham M,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Brachystegia,,,Brachystegia ,Genus,
UNZA:186029,University of Zambia,Mwanawasa L,1,2011,3,,Zambia,ZM,Western,"14° 4' 14.2"" S","22° 23' 19.3"" E",Mongu,Kalabo town,1011,WGS84,250,Marulanda O,,Plantae,Magnoliophyta,Equisetopsida,Poales,Poaceae,,,,,Poaceae,Family,
UNZA:186090,University of Zambia,Mwanawasa L,1,2011,3,,Zambia,ZM,Southern,-17.17703,25.97099,Kalomo,Sikawili,1289,WGS84,250,Bingham M,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,,,,Caesalpinioideae,Sub-family,
UNZA:186091,University of Zambia,L. Mwanawasa,1,2011,3,,Zambia,ZM,Southern,-15.2498352,25.3719011,District of Namwala,Namwala Forest Reserve,1198,WGS84,250,Bingham M,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Brachystegia,,,Brachystegia ,Genus,
UNZA:186889,University of Zambia,Mwansa P,1,2010,2,10,Zambia,ZM,Western,"16° 54' 8.780"" S","23° 18' 12.490"" E",Sioma Distr.,20 km south of Sioma,1070,WGS84,2820,Bingham M,,Plantae,Magnoliophyta,Equisetopsida,Poales,Poaceae,,,,,Poaceae,Family,
UNZA:186987,University of Zambia,Mwansa P,1,2010,2,11,Zambia ,ZM,Southern,-15.2065912,25.0783725,Namwala,Iteshi teshi boma ,1167,WGS84,2820,Bingham M,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,,,,Caesalpinioideae,Sub-family,
UNZA:186992,University of Zambia,Mwanawasa L,1,2012,11,4,Zambia,ZM,Southern,-15.4459086,25.6071467,District of Namwala,Kabulamwanda,,WGS84,32035,Bingham M,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Tessmannia,officinarum,,Tessmannia officinarum,Species,L.
UNZA:187036,University of Zambia,Mwansa P,1,2010,2,12,Zambia ,ZM,Southern,-15.2134259,25.2306487,Namwala,Iteshi teshi boma ,1250,WGS84,2820,Bingham M,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Tessmannia,juncea,,Tessmannia juncea,Species,(Ruiz & Pav.) Poir.
UNZA:187038,University of Zambia,Mwansa P,1,2010,6,10,Zambia,ZM,Southern,-15.3786408,25.7856679,Namwala,Iteshi teshi boma ,1250,WGS84,600,Bingham M,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Isoberlinia,pallens,,Isoberlinia pallens,Species,(Sw.) Munro ex Benth.
UNZA:187048,University of Zambia,Phiri S,1,2012,2,14,Zambia,ZM,Southern,-17.5210947,26.6328679,District of Kalomo,Kalomo South,1422,WGS84,36716,Bingham M,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Julbernardia,latifolia,,Julbernardia latifolia,Species,L.
UNZA:187050,University of Zambia,Phiri S,1,2012,2,22,Zambia,ZM,Southern,-17.2856788,26.4331,Distr. Kalomo,5 km north of Kalomo Boma,1499,WGS84,604,Bingham M,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Tessmannia,bulbosa,,Tessmannia bulbosa,Species,Hook.
UNZA:187052,University of Zambia,Ngwenyama T,1,2012,3,17,Zambia,ZM,Southern,-15.189691,26.2414457,Namwala Dist,"Ngoma, Kafue National Park",1250,WGS84,613,Bingham M,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Bauhinia,glomerulata,,Bauhinia glomerulata,Species,(Brongn.) Urb.
UNZA:187087,University of Zambia,Ngwenyama T,1,2012,2,21,Zambia ,ZM,Southern,-15.2189324,25.1635387,Namwala,Iteshi teshi boma ,1250,WGS84,604,Bingham M,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Brachystegia,glaucescens,,Brachystegia glaucescens,Species,(Baker) Wittm.
UNZA:187089,University of Zambia,Manda G,1,2012,3,16,Zambia,ZM,Western,"14° 05' 34"" S","22° 38' 27.99"" E",Mongu,Liuwa Plains National Park,1017,WGS84,687,Bingham M,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,,Brachystegia,allenii,,Brachystegia allenii,Species,Poepp. & Endl.
UNZA:187090,University of Zambia,Ngwenyama T,1,2012,3,17,Zambia,ZM,Southern,-15.185997,26.1594233,Namwala Dist,"Ngoma, Kafue National Park",1250,WGS84,613,Bingham M,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Brachystegia,glaucescens,,Brachystegia glaucescens,Species,(Baker) Wittm.
UNZA:187227,University of Zambia,Ngwenyama T,1,2010,6,15,Zambia,ZM,Southern,-17.575023,25.2552172,Livingstone,Turaco Farm,916,WGS84,1222,Bingham M,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Brachystegia,microphylla,,Brachystegia microphylla,Species,Harms
UNZA:187229,University of Zambia,Ngwenyama T,1,2010,6,15,Zambia,ZM,Southern,-17.5834395,25.7827002,Livingstone,Turaco Farm,916,WGS84,1222,Bingham M,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Pterolobium,,,Pterolobium ,Genus,
UNZA:187312,University of Zambia,Manda G,1,2010,6,10,Zambia,ZM,Western,"14° 314' 12"" S","22° 46' 18"" E",Mongu,Liuwa Plains,1017,WGS84,1760,Bingham M,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,,Scleria,melaleuca,,Scleria melaleuca,Species,Rchb. ex Schltdl. & Cham.
UNZA:187314,University of Zambia,Phiri S,1,2012,2,14,Zambia,ZM,Southern,-17.5124396,26.6279568,District of Kalomo,Lionkop Ranch,1422,WGS84,36716,Bingham M,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Erythrophleum,divaricata,,Erythrophleum divaricata,Species,(L.) Hitchc.
UNZA:187362,University of Zambia,Phiri S.,1,2012,3,23,Zambia,ZM,Southern,-17.5796965,26.68163,Kalomo,Kalomo South,1432,WGS84,777,Bingham M,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Cassia,rubra,,Cassia rubra,Species,(Ruiz & Pav.) Beer
UNZA:187363,University of Zambia,Ngwenyama T,1,2012,3,26,Zambia,ZM,Southern,-15.6719406,25.2924027,Namwala,Kafue East GMA,1300,WGS84,622,Bingham M,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Peltophorum,swallenii,,Peltophorum swallenii,Species,R.C. Foster
UNZA:187736,University of Zambia,Phiri S,1,2004,9,12,Zambia,ZM,Southern,-16.6878,27.6816,Gwembe,Road south of Gwembe boma,954,WGS84,3646,Bingham Mike,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,baikiaea,,,Baikiaea ,Genus,
UNZA:187878,University of Zambia,Ngwenyama T,1,2013,5,4,Zambia,ZM,Southern,-15.2446118,25.2133292,Namwala,"Game Management Area, Kafue East",1209,WGS84,1044,Bingham M,,Plantae,Magnoliophyta,Equisetopsida,Poales,Poaceae,,Cymbopogon,berteroniana,,Cymbopogon berteroniana,Species,(Schult. & Schult. f.) Mez
UNZA:187921,University of Zambia,Franks B,1,2013,5,5,Zambia,ZM,Southern,-17.2260901,25.3782295,Livingstone,Mosi-oa-Tunya Game Reserve,916,WGS84,1121,Franks B,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Tamarindus,poeppigii,,Tamarindus poeppigii,Species,Beer
UNZA:187931,University of Zambia,Ngwenyama T,1,2013,5,4,Zambia   ,ZM,Southern,-15.2165865,25.3084041,Namwala,"Game Management Area, Kafue East",1209,WGS84,1044,Bingham M,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Brachystegia,woodiana,,Brachystegia woodiana,Species,L.B. Sm.
UNZA:187950,University of Zambia,Franks B,1,2013,5,5,Zambia,ZM,Southern,-17.248864,25.074519,Livingstone,Mosi-oa-Tunya Game Reserve,916,WGS84,1121,Franks B,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Brachystegia,spiciformis,,Brachystegia  spiciformis,Species,Benth.
UNZA:187988,University of Zambia,Franks B,1,2013,5,5,Zambia,ZM,Southern,-17.2889942,25.7805587,Livingstone,Mosi-oa-Tunya Game Reserve,916,WGS84,1121,Franks B,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Senna,megasepala,,Senna megasepala,Species,Baker
UNZA:187989,University of Zambia,Franks B,1,2013,5,5,Zambia,ZM,Southern,-17.30888,25.4149068,Livingstone,Mosi-oa-Tunya Game Reserve,916,WGS84,1121,Franks B,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Senna,megasepala,,Senna megasepala,Species,Baker
UNZA:188121,University of Zambia,Merrett Mike,1,2013,11,14,Zambia,ZM,Southern,-17.7468511,25.9212555,Livingstone,Zambezi River Gorge,,WGS84,0.5 degrees,Marulanda O,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,tylosema,fassoglense,,tylosema fassoglense,Species,Hillc.
UNZA:188377,University of Zambia,Merrett M,1,1992,11,15,Zambia,ZM,Southern,-15.3199281,27.8991331,Mazabuka,Lochinvar NP,1150,WGS84,1483,"Merritt L, Merritt M",,Plantae,Magnoliophyta,Equisetopsida,Poales,Poaceae,,Diheteropogon,,,Diheteropogon ,Genus,
UNZA:188378,University of Zambia,Merrett M,1,1993,11,10,Zambia,ZM,Southern,-15.3537949,27.8525556,Mazabuka,Lochinvar NP,1150,WGS84,1483,Bingham M,,Plantae,Magnoliophyta,Equisetopsida,Poales,Poaceae,,Diheteropogon,,,Diheteropogon ,Genus,
UNZA:188429,University of Zambia,Lackson N,1,2012,9,1,Zambia,ZM,Southern,-17.5597273,25.7902801,Livingstone,Road to Zimba,908,WGS84,3567,Lackson N,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Peltophorum,virgatum,,Peltophorum virgatum,Species,L.
UNZA:188955,University of Zambia,Ngenyama T,1,2011,11,,Zambia,ZM,Southern,-15.7243062,25.3706422,District of Namwala,Outskirts of Namwala,1198,WGS84,633,Marulanda O,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Senna,basincurva,,Senna basincurva,Species,L.B. Sm. & Betancur
UNZA:189248,University of Zambia,Manda G,1,2003,3,13,Zambia,ZM,Western,"15° 35' 12"" S","23° 46' 18"" E",District of Mongu,M9 to Mongu,1187,WGS84,732,Merrett L; Merrett M,,Plantae,Magnoliophyta,Equisetopsida,Poales,Poaceae,,Digitaria,lanatus,,Digitaria lanatus,Species,L.
UNZA:189524,University of Zambia,Colebrook-Robjent J,1,1994,11,20,Zambia ,ZM,Southern,-15.2260901,25.3782295,Namwala,Iteshi teshi boma ,1164,WGS84,2032,"Merritt L, Merritt M",,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Daniellia,subalata,,Daniellia subalata,Species,(André) M.A. Spencer & L.B. Sm.
UNZA:189525,University of Zambia,Colebrook-Robjent J,1,1994,11,20,Zambia ,ZM,Southern,-15.2362024,25.813257,Namwala,Iteshi teshi boma ,1164,WGS84,2032,"Merritt L, Merritt M",,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Brachystegia,spiciformis,,Brachystegia spiciformis,Species,Benth.
UNZA:189526,University of Zambia,Colebrook-Robjent J,1,1994,11,20,Zambia ,ZM,Southern,-15.248864,25.074519,Namwala,Iteshi teshi boma ,1164,WGS84,2032,Bingham M,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Brachystegia,spiciformis,,Brachystegia spiciformis,Species,Benth.
UNZA:189527,University of Zambia,Colebrook-Robjent J,1,1994,11,21,Zambia,ZM,Southern,-15.93889,25.8080889,Namwala,"Kafue River, Kafue NP",1164,WGS84,1551,Mike Bingham,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Brachystegia,spiciformis,,Brachystegia spiciformis,Species,Benth.
UNZA:189530,University of Zambia,I. Bruce-Miller,1,1994,11,22,Zambia,ZM,Southern,-15.7889854,27.7606741,Mazabuka,Kafue Flats west of Lochinvar,1105,WGS84,3896,Mukampola Ruston,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Colophospermum,mopane,,Colophospermum mopane,Species,L.B. Sm.
UNZA:189535,University of Zambia,Colebrook-Robjent John,1,1994,11,23,Zambia,ZM,Southern,-17.5036894,25.2517585,Livingstone,Zambezi River Island,916,WGS84,1688,Ian Bruce-Miller,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Brachystegia,spiciformis,,Brachystegia spiciformis,Species,Benth.
UNZA:189536,University of Zambia,Colebrook-Robjent J,1,1994,11,23,Zambia,ZM,Southern,-15.5094837,27.2983051,Mazabuka,Kafue Flats west of Lochinvar,1169,WGS84,1688,Bingham M,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Brachystegia,spiciformis,,Brachystegia spiciformis,Species,Benth.
UNZA:189540,University of Zambia,Colebrook-Robjent J,1,1995,1,10,Zambia,ZM,Southern,-15.6163915,25.5112324,District of Namwala,"Kafue Flats, north of Kabulamwanda",1198,WGS84,2216,Peter Lungu,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Tessmannia,complanata,,Tessmannia complanata,Species,Benth.
UNZA:189541,University of Zambia,Colebrook-Robjent J,1,1995,1,10,Zambia,ZM,Southern,-15.6236788,25.5368439,District of Namwala,"Kafue Flats, north of Kabulamwanda",1198,WGS84,2216,Peter Lungu,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Colophospermum,mopane,,Colophospermum mopane,Species,L.B. Sm.
UNZA:190044,University of Zambia,Merrett L,1,2003,6,22,Zambia,ZM,Southern,-15.2856788,25.4331085,District of Namwala,"South Bank, Kafue River",1198,WGS84,1433,Merritt L,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Tessmannia,hieronymi,,Tessmannia hieronymi,Species,Boeckeler
UNZA:190045,University of Zambia,Merrett L,1,2003,6,22,Zambia,ZM,Southern,-15.2929461,25.5642654,District of Namwala,"South Bank, Kafue River",1198,WGS84,1433,Merritt L,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Tessmannia,aristata,,Tessmannia aristata,Species,Oliv.
UNZA:192781,University of Zambia,G Bellcross,1,2002,9,16,Zambia,ZM,Southern,-15.657357,27.8333603,Mazabuka,Kafue Flats west of Lochinvar,1169,WGS84,1347,Mike Bingham,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Tessmannia,fendleri,,Tessmannia fendleri,Species,Griseb.
UNZA:192789,University of Zambia,Bellcross G,1,2002,9,16,Zambia,ZM,Southern,-15.6636186,27.9257567,Mazabuka,"South of Mazabuka, on Choma Road",1105,WGS84,1347,Peter Lungu,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Tessmannia,fendleri,,Tessmannia fendleri,Species,Griseb.
UNZA:192790,University of Zambia,Bellcross G,1,2002,9,16,Zambia,ZM,Southern,-15.6714453,27.3115491,Mazabuka,"South of Mazabuka, on Choma Road",1105,WGS84,1347,Peter Lungu,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Tessmannia,fendleri,,Tessmannia fendleri,Species,Griseb.
UNZA:193095,University of Zambia,Lungu P,1,2003,5,12,Zambia,ZM,Southern,-16.6878,27.6816,Gwembe,Road south of Gwembe boma,954,WGS84,13838,Bingham M,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Delonix,amplexicaulis,,Delonix amplexicaulis,Species,(Rudge) Nees
UNZA:193584,University of Zambia,Stjernstedt R,1,2004,3,28,Zambia,ZM,Western Prov.,"17° 4' 20.210"" S","25° 38' 20.440"" E",Sesheke,Zambezi Fishing Lodge,1164,WGS84,3522,Merrett L; Merrett M,,Plantae,Magnoliophyta,Equisetopsida,Poales,Poaceae,,Diheteropogon,capituligera,,Diheteropogon capituligera,Species,(Griseb.) J.R. Grant
UNZA:193617,University of Zambia,Colebrook-Robjent J,1,2004,3,28,Zambia,ZM,Southern,-15.93889,25.8080889,Namwala,"Kafue River, Kafue NP",1164,WGS84,3522,Mike Bingham,,Plantae,Magnoliophyta,Equisetopsida,Poales,Poaceae,,Diheteropogon,capituligera,,Diheteropogon capituligera,Species,(Griseb.) J.R. Grant
UNZA:193686,University of Zambia,Lungu P,1,2000,10,8,Zambia,ZM,Southern,-16.6878,27.6816,Gwembe,Road south of Gwembe boma,954,WGS84,840,Peter Lungu,,Plantae,Magnoliophyta,Equisetopsida,Poales,Poaceae,,Cymbopogon,nutans,,Cymbopogon nutans,Species,(Sw.) Griseb.
UNZA:193689,University of Zambia,Colebrook-Robjent J,1,2001,3,25,Zambia ,ZM,Southern,-15.2093543,25.1636811,Namwala,"Itezhi tezhi, below dam wall",1209,WGS84,5044,Mike Bingham,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Senna,macarenensis,,Senna macarenensis,Species,L.B. Sm.
UNZA:193697,University of Zambia,I. Bruce-Miller,1,1998,4,22,Zambia,ZM,Southern,-15.2462996,27.9118402,Mazabuka,Lochinvar National Park,1105,WGS84,2385,Ian Bruce-Miller,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Julbernardia,latifolia,,Julbernardia latifolia,Species,L.
UNZA:193707,University of Zambia,Colebrook-Robjent J,1,2001,3,25,Zambia ,ZM,Southern,-15.2093543,25.1936129,Namwala,"Itezhi tezhi, below dam wall",1209,WGS84,5044,Mike Bingham,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Isoberlinia,angolensis ,,Isoberlinia angolensis ,Species,(Benth.) Hoyle & Brenan
UNZA:193725,University of Zambia,Ngwenyama T,1,2001,3,25,Zambia,ZM,Southern,-17.2889942,25.7805587,Livingstone,Mosi-oa-Tunya Reserve,916,WGS84,7819,Bingham M,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Peltophorum,,,Peltophorum ,Genus,
UNZA:193728,University of Zambia,Ngwenyama T,1,2001,3,27,Zambia ,ZM,Southern,-15.2165865,25.3084041,Namwala,"Itezhi tezhi, below dam wall",1209,WGS84,4633,Mike Bingham,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Peltophorum,laxa,,Peltophorum laxa,Species,(Rich.) P. Beauv.
UNZA:194365,University of Zambia,Lungu P,1,2001,4,2,Zambia,ZM,Southern,-15.7946672,27.8800209,Mazabuka,Kafue Flats west of Lochinvar,,WGS84,2224,Mukampola Ruston,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Isoberlinia,angolensis ,,Isoberlinia angolensis ,Species,(Benth.) Hoyle & Brenan
UNZA:19788,University of Zambia,Phiri S,1,1966,1,19,Zambia,ZM,Southern,-15.4543448,25.6237693,District of Namwala,Kabulamwanda,,WGS84,2000,"Merritt L, Merritt M",,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Isoberlinia,tomentosa,,Isoberlinia tomentosa,Species,(Harms) Craib & Stapf
UNZA:19852,University of Zambia,Phiri S,1,1979,7,25,Zambia,ZM,Southern,-15.93889,25.50767314,District of Namwala,"Kafue River, Kafue NP",1198,WGS84,3264,Mike Bingham,,Plants,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Brachystegia,longifolia,,Brachystegia longifolia,Species,Baker
UNZA:20175,University of Zambia,Saili S,1,1983,6,25,Zambia,ZM,Southern,-15.6908309,27.6137227,Mazabuka,Kafue River Cruises,1105,WGS84,463,Bingham Mike,,Plantae,Magnoliophyta,Equisetopsida,Poales,Poaceae,,Digitaria,vulgare,,Digitaria vulgare,Species,L.
UNZA:21067,University of Zambia,Manda G,1,1984,4,2,Zambia,ZM,Western,"17° 28' 8.780"" S","23° 18' 12.490"" E",Sioma,Sioma Ngwezi NP,1070,WGS84,1400,Bingham M,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,,Brachystegia,bakeriana,,Brachystegia bakeriana,Species,(Carrière) Baker
UNZA:21850,University of Zambia,Franks B,1,1984,5,17,Zambia,ZM,Southern,-17.4623564,25.2182218,Livingstone,Mosi-oa-Tunya Game Reserve,916,WGS84,2132,Franks B,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Erythrophleum,nigra,,Erythrophleum nigra,Species,Davidse
UNZA:22030,University of Zambia,Ngwenyama T,1,1980,11,15,Zambia ,ZM,Southern,-15.2189324,25.1635387,Namwala,Iteshi teshi boma ,1164,WGS84,1200,Mike Bingham,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Brachystegia,microphylla,,Brachystegia microphylla,Species,Harms
UNZA:22395,University of Zambia,Phiri S,1,1980,5,3,Zambia,ZM,Southern,-16.901,27.947,Gwembe District,"Escarpment road, Malindi",878,WGS84,1373,Bingham M,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Brachystegia,glaucescens,,Brachystegia glaucescens,Species,(Baker) Wittm.
UNZA:22824,University of Zambia,Ngenyama T,1,1981,3,21,Zambia,ZM,Southern,-17.8192178,25.0253363,Livingstone,Turaco Farm,908,WGS84,5144,Peter Lungu,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Brachystegia,microphylla,,Brachystegia microphylla,Species,Harms
